,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,costfor2,type,city
30159,1,0,3.6,72,43,62,1211,1115,200.0,2,17
30163,1,0,3.6,71,0,62,4810,1255,350.0,2,17
30165,1,0,3.9,79,44,30,5146,962,800.0,2,17
30169,0,1,3.9,1389,42,46,3159,721,1400.0,2,17
30170,1,0,3.9,64,42,62,482,1078,300.0,2,17
30173,1,0,3.8,46,44,62,3942,837,400.0,2,17
30174,0,0,4.1,183,42,51,5090,1163,150.0,2,17
30175,1,0,3.5,283,0,62,5088,207,350.0,2,17
30176,1,0,4.4,149,42,72,1324,215,350.0,2,17
30180,1,1,4.1,402,42,15,5061,423,1200.0,2,17
30181,1,0,3.8,71,0,20,757,1172,1000.0,2,17
30183,1,0,3.8,103,43,62,1960,1216,400.0,2,17
30187,1,0,3.9,106,22,62,250,1557,150.0,2,17
30188,1,1,4.1,1697,42,20,3102,1203,1200.0,2,17
30189,1,0,3.7,455,22,72,4188,1203,400.0,2,17
30191,1,0,3.8,273,0,20,2159,1317,900.0,2,17
30196,1,0,3.8,254,0,20,4723,522,600.0,2,17
30197,1,0,2.7,73,0,20,4674,567,600.0,2,17
30199,1,0,4.1,56,42,62,3804,822,500.0,2,17
30201,0,0,3.8,34,42,0,4471,187,400.0,2,17
30202,1,1,4.2,1367,44,21,1439,123,1400.0,2,17
30204,1,1,3.9,144,41,20,2904,667,1000.0,2,17
30210,0,0,3.7,61,0,69,4121,1123,250.0,2,17
30215,1,0,3.9,316,30,62,5022,1649,300.0,2,17
30216,1,0,4.1,505,43,13,3144,382,600.0,2,17
30224,1,0,4.1,992,43,13,2901,405,600.0,2,17
30233,1,0,4.0,685,42,62,3200,619,250.0,2,17
30240,1,0,3.7,175,22,72,3479,258,400.0,2,17
30247,1,0,3.9,49,41,62,4571,1577,400.0,2,17
30250,1,1,3.9,599,41,4,176,905,1200.0,2,17
30255,1,0,4.0,62,43,62,3872,992,400.0,2,17
30261,1,1,4.4,103,45,13,3683,390,700.0,2,17
30262,0,0,3.8,89,42,62,4959,1344,300.0,2,17
30265,1,0,3.7,61,0,62,3305,836,350.0,2,17
30268,1,1,4.0,151,39,20,428,708,1100.0,2,17
30269,1,1,4.1,152,43,62,3770,379,600.0,2,17
30270,0,0,4.1,145,42,30,3427,955,200.0,2,17
30271,1,0,3.7,502,38,29,779,1431,500.0,2,17
30274,1,0,2.9,62,30,65,1621,550,650.0,2,17
30283,0,0,3.8,38,42,30,3189,958,400.0,2,17
30286,1,0,4.4,405,42,72,3505,1399,500.0,2,17
30287,1,0,3.9,188,45,62,2935,565,400.0,2,17
30288,0,0,2.4,45,42,29,4552,881,400.0,2,17
30300,1,0,3.5,433,38,29,3128,1437,500.0,2,17
30304,1,0,4.0,69,44,30,5133,772,400.0,2,17
30306,1,0,4.1,292,43,62,499,329,600.0,2,17
30313,1,0,3.5,74,43,20,2062,1034,600.0,2,17
30315,1,0,4.1,306,44,13,3156,415,600.0,2,17
30317,1,0,3.6,243,43,20,1154,1532,800.0,2,17
30322,1,0,4.0,201,42,13,504,407,800.0,2,17
30325,1,0,4.0,195,43,29,4907,1667,500.0,2,17
30333,1,0,3.4,95,42,62,5215,96,200.0,2,17
30334,1,0,3.9,96,38,62,2386,1334,350.0,2,17
30337,1,0,4.0,212,41,62,3851,753,400.0,2,17
30338,1,0,2.8,79,16,62,1750,1242,300.0,2,17
30342,1,0,4.0,1113,41,29,1047,1216,500.0,2,17
30345,1,0,3.6,132,0,72,984,287,600.0,2,17
30348,1,0,3.8,178,38,20,872,1342,800.0,2,17
30352,1,0,3.0,61,0,13,1728,333,650.0,2,17
30357,1,0,4.0,76,38,62,61,1521,300.0,2,17
30362,1,0,3.7,95,38,62,4914,1163,150.0,2,17
30364,1,0,4.3,169,41,30,5190,778,450.0,2,17
30367,1,0,3.9,179,43,29,683,839,300.0,2,17
30369,1,0,3.6,57,22,72,2606,1163,400.0,2,17
30370,1,0,3.8,278,22,62,1896,236,200.0,2,17
30378,1,0,3.8,76,30,62,2071,1052,300.0,2,17
30381,1,0,3.7,46,0,20,2696,1203,600.0,2,17
30385,1,0,3.8,110,43,72,3819,1008,400.0,2,17
30387,1,0,3.8,211,22,29,1970,38,600.0,2,17
30397,0,0,4.1,724,41,31,1800,774,300.0,2,17
30398,0,0,3.6,117,0,29,3134,1203,500.0,2,17
30424,0,0,3.7,99,41,29,3902,1008,700.0,2,17
30433,1,0,3.3,334,0,62,4077,283,400.0,2,17
30435,1,0,3.7,47,43,20,4841,1214,800.0,2,17
30436,1,0,4.2,185,0,51,2645,1216,300.0,2,17
30449,1,0,3.9,144,41,29,265,1163,500.0,2,17
30450,1,0,3.4,212,22,20,3016,1265,800.0,2,17
30464,1,0,3.8,38,38,20,4822,1163,500.0,2,17
30465,1,0,3.8,215,43,20,1969,1117,700.0,2,17
30469,1,0,3.7,47,0,30,2000,957,200.0,2,17
30471,0,0,4.1,324,44,13,543,343,700.0,2,17
30473,0,0,3.8,47,42,13,2140,456,600.0,2,17
30475,1,1,3.7,1014,43,4,1267,665,1300.0,2,17
30476,1,0,4.1,37,44,35,5168,792,500.0,2,17
30479,1,0,4.3,1902,42,30,446,772,400.0,2,17
30482,1,0,3.7,67,0,62,2436,1573,300.0,2,17
30483,1,0,3.1,68,30,62,1147,1147,550.0,2,17
30485,1,0,3.1,40,0,62,1857,1203,250.0,2,17
30489,1,0,3.6,75,42,62,740,324,600.0,2,17
30492,1,0,4.0,152,42,12,2001,220,350.0,2,17
30493,0,1,4.2,1741,41,57,1490,540,1400.0,2,17
30494,0,0,3.7,4652,43,50,4824,1311,2000.0,2,17
30496,0,1,3.700511687126141,0,41,58,1453,693,1100.0,2,17
30504,0,1,4.0,169,0,4,1237,883,1100.0,2,17
30511,1,0,3.8,172,42,20,2452,1431,550.0,2,17
30519,1,0,4.2,414,42,13,3346,430,700.0,2,17
30520,0,0,4.2,1534,43,62,2609,1252,600.0,2,17
30523,0,1,4.3,164,41,20,3257,527,800.0,2,17
30524,0,0,4.3,294,41,13,3901,474,850.0,2,17
30525,0,0,3.9,1160,41,20,4802,518,650.0,2,17
30526,0,0,4.1,2449,43,13,493,372,700.0,2,17
30527,0,1,4.1,811,41,21,4751,50,800.0,2,17
30528,1,1,4.4,466,41,13,3868,404,800.0,2,17
30529,0,1,4.1,450,44,20,1853,1163,650.0,2,17
30530,0,0,4.3,317,0,51,167,1065,300.0,2,17
30533,0,0,4.5,941,38,30,1607,957,200.0,2,17
30536,0,0,4.3,236,44,9,4963,224,350.0,2,17
30540,0,0,3.9,118,30,20,2531,1192,800.0,2,17
30545,1,0,4.3,34,0,62,3956,1475,600.0,2,17
30547,0,0,3.1,117,44,62,4924,236,200.0,2,17
30548,0,0,4.1,357,0,62,3272,607,500.0,2,17
30549,0,0,3.7,107,38,20,364,1219,500.0,2,17
30553,0,0,3.9,154,43,62,4333,1461,200.0,2,17
30556,0,0,3.9,164,45,9,4422,218,400.0,2,17
30559,0,0,3.8,291,45,33,679,789,500.0,2,17
30561,0,0,3.7,73,43,70,4929,1125,250.0,2,17
30562,0,0,4.1,445,41,30,975,180,400.0,2,17
30563,0,0,4.0,98,43,62,1884,1640,200.0,2,17
30568,0,0,3.8,69,3,14,1648,352,700.0,2,17
30569,0,0,3.8,63,44,14,5140,429,600.0,2,17
30572,0,0,2.5,547,41,20,4095,1163,450.0,2,17
30573,0,0,3.8,87,0,62,4501,822,250.0,2,17
30574,0,0,3.8,62,44,2,1910,772,150.0,2,17
30578,0,0,2.6,56,22,29,1209,294,500.0,2,17
30586,0,0,4.0,203,43,43,2670,199,350.0,2,17
30587,0,0,3.7,48,0,72,407,772,400.0,2,17
30593,0,0,2.7,53,41,3,4545,191,600.0,2,17
30597,0,0,2.4,221,0,62,2628,1163,550.0,2,17
30608,0,0,4.0,115,0,20,624,767,1000.0,2,17
30609,0,0,3.5,42,0,62,3479,1294,400.0,2,17
30616,0,0,3.6,54,43,62,1377,1287,400.0,2,17
30618,0,0,3.8,31,41,29,1077,1598,400.0,2,17
30622,0,0,3.7,126,43,29,3201,533,500.0,2,17
30624,0,0,3.1,53,0,20,773,1258,600.0,2,17
30625,0,0,3.8,65,43,62,1973,626,550.0,2,17
30627,0,0,3.6,61,0,13,3603,333,500.0,2,17
30631,0,0,4.0,40,43,30,5143,792,300.0,2,17
30640,0,0,3.8,43,0,62,259,1557,200.0,2,17
30642,0,0,3.8,35,0,72,4223,822,200.0,2,17
30648,0,0,3.6,34,0,62,5234,1008,650.0,2,17
30653,0,0,4.0,157,43,30,466,772,300.0,2,17
30689,0,0,3.6,54,43,12,2256,1662,250.0,2,17
30716,0,0,3.4,9,45,72,4598,1547,800.0,2,17
30747,0,0,2.7,61,43,62,4285,89,500.0,2,17
30793,0,1,3.700511687126141,0,0,20,3881,698,1000.0,2,17
30800,0,0,3.8,63,0,13,652,333,500.0,2,17
30811,1,0,4.0,87,0,9,1995,211,200.0,2,17
30815,0,0,4.0,138,44,20,690,1174,800.0,2,17
30818,1,0,3.8,34,22,63,1778,186,350.0,2,17
30824,1,1,4.0,126,22,20,1001,1397,900.0,2,17
30833,1,0,3.9,48,22,62,473,826,400.0,2,17
30842,1,0,4.1,76,42,62,4645,1527,450.0,2,17
30846,1,1,4.0,281,41,21,276,806,1500.0,2,17
30862,1,0,3.9,128,42,30,3190,962,200.0,2,17
30870,1,1,4.4,2510,3,57,2172,1350,900.0,2,17
30872,1,0,3.8,187,28,13,136,340,500.0,2,17
30873,0,0,4.6,268,42,35,2317,792,400.0,3,17
30874,1,1,4.2,2620,42,20,1604,515,1300.0,3,17
30875,0,0,4.4,174,42,17,4862,468,600.0,3,17
30876,1,0,4.5,2620,42,33,716,961,500.0,3,17
30877,1,0,4.6,834,42,30,2351,778,400.0,3,17
30878,1,1,4.2,496,42,13,2915,390,800.0,3,17
30879,0,0,4.3,450,42,30,5135,964,400.0,3,17
30880,1,0,4.6,277,42,30,436,962,400.0,3,17
30881,1,0,4.2,1077,42,69,912,1128,400.0,3,17
30882,1,0,4.1,61,42,30,1408,797,450.0,3,17
30883,1,0,4.6,155,42,29,468,936,500.0,3,17
30884,1,0,4.5,344,42,33,3342,784,300.0,3,17
30885,1,0,4.3,1902,42,30,446,772,400.0,3,17
30886,1,1,4.2,1704,42,13,649,460,650.0,3,17
30887,1,0,4.1,240,42,9,1326,216,400.0,3,17
30888,1,0,4.3,67,42,30,5010,1686,250.0,3,17
30889,1,0,4.8,189,42,30,3149,772,400.0,3,17
30890,1,0,4.1,141,42,13,4380,453,1200.0,3,17
30891,1,0,4.2,340,42,30,1338,778,500.0,3,17
30892,1,0,4.2,180,42,30,247,778,350.0,3,17
30894,1,0,3.9,231,42,30,4237,962,500.0,3,17
30895,1,0,3.9,128,42,30,3190,962,200.0,3,17
30896,1,0,3.8,123,42,0,1644,181,400.0,3,17
30898,1,0,4.0,152,42,12,2001,220,350.0,3,17
30899,1,0,4.0,169,42,11,2533,783,400.0,3,17
30900,1,0,4.0,211,42,9,2004,222,200.0,3,17
30901,0,0,3.9,43,42,9,4515,225,200.0,3,17
30902,0,0,3.8,34,42,0,4471,187,400.0,3,17
30903,1,0,4.2,53,42,30,5179,778,400.0,3,17
30906,1,0,3.9,110,42,30,2216,956,200.0,3,17
30908,1,0,4.4,149,42,72,1324,215,350.0,3,17
30911,1,0,3.8,34,42,69,4447,1124,250.0,3,17
30912,0,0,4.1,145,42,30,3427,955,200.0,3,17
30914,0,0,3.8,38,42,30,3189,958,400.0,3,17
30918,1,0,3.8,433,42,35,1418,772,800.0,3,17
30919,1,1,4.3,563,43,54,232,747,2000.0,3,17
30920,1,1,4.4,9079,41,22,257,1478,600.0,3,17
30921,0,0,4.4,1225,41,13,1660,400,800.0,3,17
30922,0,0,4.2,1534,43,62,2609,1252,600.0,3,17
30923,1,0,4.4,362,43,13,5005,494,500.0,3,17
30924,1,1,4.1,1855,38,13,538,344,600.0,3,17
30925,1,0,4.3,190,41,0,1792,181,400.0,3,17
30926,1,0,4.6,1026,44,17,3379,432,550.0,3,17
30927,1,1,4.1,601,43,20,3931,1004,1100.0,3,17
30928,0,0,3.9,124,41,0,1780,181,500.0,3,17
30929,1,1,4.0,151,39,20,428,708,1100.0,3,17
30930,1,0,4.1,313,38,72,635,939,650.0,3,17
30931,1,1,4.3,342,41,62,264,795,450.0,3,17
30932,0,0,4.5,493,43,30,2416,794,500.0,3,17
30933,0,0,4.5,941,38,30,1607,957,200.0,3,17
30934,1,0,4.1,192,41,30,1787,772,300.0,3,17
30935,1,0,4.2,195,43,30,1304,797,400.0,3,17
30936,1,0,4.0,69,44,30,5133,772,400.0,3,17
30937,1,0,4.2,602,44,30,4451,778,900.0,3,17
30938,0,0,3.9,140,44,68,2860,1650,200.0,3,17
30939,0,0,4.1,724,41,31,1800,774,300.0,3,17
30940,0,0,4.0,366,41,31,1912,774,300.0,3,17
30942,0,0,4.1,77,44,30,5131,962,250.0,3,17
30943,1,1,4.4,103,45,13,3683,390,700.0,3,17
30945,1,0,4.0,186,44,2,1911,188,500.0,3,17
30947,1,0,4.2,448,44,30,1916,778,300.0,3,17
30949,0,0,4.1,324,44,13,543,343,700.0,3,17
30950,1,0,3.9,79,44,30,5146,962,800.0,3,17
30951,1,0,4.0,100,44,30,1314,175,150.0,3,17
30952,1,0,4.2,348,41,30,2424,772,300.0,3,17
30953,0,0,3.8,291,45,33,679,789,500.0,3,17
30954,1,0,3.8,75,40,69,877,1128,200.0,3,17
30955,1,0,3.5,98,45,0,1355,181,400.0,3,17
30958,0,0,3.7,73,43,70,4929,1125,250.0,3,17
30959,0,0,4.1,445,41,30,975,180,400.0,3,17
30961,1,0,4.1,37,44,35,5168,792,500.0,3,17
30963,0,0,3.8,63,44,14,5140,429,600.0,3,17
30964,1,0,4.2,703,44,30,1921,182,450.0,3,17
30965,1,0,4.1,511,43,30,3165,794,500.0,3,17
30966,0,0,3.8,62,44,2,1910,772,150.0,3,17
30972,1,0,4.0,275,40,13,5154,333,500.0,3,17
30973,0,0,2.7,53,41,3,4545,191,600.0,3,17
30975,1,0,4.3,169,41,30,5190,778,450.0,3,17
30982,0,0,4.0,40,43,30,5143,792,300.0,3,17
30984,0,0,4.0,157,43,30,466,772,300.0,3,17
31000,0,0,3.7,49,44,32,2332,778,400.0,3,17
31012,1,0,4.0,76,38,0,1605,181,500.0,3,17
31014,1,0,3.7,52,41,13,2741,474,450.0,3,17
31016,1,0,3.700511687126141,0,0,30,5134,772,300.0,3,17
31017,1,0,4.0,208,0,70,1393,1129,200.0,3,17
31018,0,0,3.7,61,0,69,4121,1123,250.0,3,17
31019,1,0,4.0,87,0,9,1995,211,200.0,3,17
31025,0,0,3.8,69,3,14,1648,352,700.0,3,17
31026,1,0,3.7,101,0,13,513,489,700.0,3,17
31028,0,0,2.6,56,22,29,1209,294,500.0,3,17
31032,0,0,3.7,48,0,72,407,772,400.0,3,17
31051,0,0,4.5,733,42,20,4788,1115,1200.0,4,17
31052,1,1,4.2,2620,42,20,1604,515,1300.0,4,17
31053,0,1,4.2,1754,42,20,140,639,1200.0,4,17
31054,0,1,4.7,10512,42,21,1329,1330,1400.0,4,17
31055,0,0,4.7,14710,42,16,650,339,900.0,4,17
31056,0,1,4.4,1569,42,54,1427,1135,2000.0,4,17
31057,0,1,4.5,3915,42,60,4909,894,1000.0,4,17
31058,1,1,4.5,3163,42,21,1956,1240,1500.0,4,17
31059,0,1,4.6,2585,42,5,1456,727,1300.0,4,17
31060,0,0,4.2,2369,42,57,3589,891,1400.0,4,17
31061,1,1,4.5,3467,42,20,2459,1407,1300.0,4,17
31062,1,1,4.2,149,42,20,5013,68,900.0,4,17
31063,0,1,4.8,467,42,61,3754,731,2100.0,4,17
31064,1,1,4.5,3967,42,25,159,716,1600.0,4,17
31065,0,1,4.4,1567,42,20,3066,1140,700.0,4,17
31066,0,0,4.7,3215,42,16,3633,523,750.0,4,17
31067,0,0,4.5,3845,42,13,1641,470,800.0,4,17
31068,0,1,4.7,4442,42,4,1471,645,1000.0,4,17
31069,1,1,4.9,2235,42,21,3203,134,1500.0,4,17
31070,0,1,4.7,4860,42,20,3713,971,1500.0,4,17
31071,0,1,4.3,114,42,46,1599,1481,1500.0,4,17
31072,0,1,4.6,4997,42,26,1486,808,1800.0,4,17
31073,0,0,4.1,2733,42,13,2739,401,1300.0,4,17
31074,1,0,4.4,7233,42,20,1050,305,600.0,4,17
31075,0,1,4.5,1995,42,54,223,632,1400.0,4,17
31076,0,1,4.0,2159,42,46,207,629,1000.0,4,17
31077,1,1,4.1,1250,42,20,768,1163,600.0,4,17
31078,1,1,4.3,2572,42,4,309,690,1200.0,4,17
31079,0,0,4.3,2304,42,20,38,65,800.0,4,17
31080,1,1,4.4,3674,42,20,3281,608,1400.0,4,17
31081,0,0,4.4,174,42,17,4862,468,600.0,4,17
31082,0,1,4.5,685,42,20,3255,605,1400.0,4,17
31083,1,0,4.3,2873,42,13,731,338,600.0,4,17
31084,0,0,3.8,1161,42,20,123,50,650.0,4,17
31085,1,1,4.3,1807,42,22,2564,662,900.0,4,17
31086,1,0,4.1,6943,42,20,415,1409,750.0,4,17
31087,0,0,4.5,733,42,20,4788,1115,1200.0,4,17
31088,0,0,4.1,440,42,20,1922,1216,500.0,4,17
31090,0,1,4.1,1795,42,20,4398,14,1000.0,4,17
31091,1,0,4.4,949,42,13,171,436,900.0,4,17
31092,1,1,4.1,1697,42,20,3102,1203,1200.0,4,17
31093,1,1,4.4,387,42,21,3944,1114,1500.0,4,17
31094,1,1,4.2,496,42,13,2915,390,800.0,4,17
31095,0,1,4.3,1470,42,13,749,407,800.0,4,17
31096,1,1,4.1,1789,42,57,1475,886,1200.0,4,17
31097,1,0,4.2,533,42,20,2928,602,600.0,4,17
31098,1,0,4.3,341,42,20,3267,557,800.0,4,17
31099,0,1,4.5,549,42,13,4396,413,900.0,4,17
31100,1,1,4.5,208,42,13,4351,499,800.0,4,17
31101,1,0,4.1,1570,42,20,3107,109,750.0,4,17
31102,1,0,4.3,1593,42,20,3254,152,550.0,4,17
31103,0,1,4.3,2248,42,20,3210,611,1100.0,4,17
31104,0,0,4.2,676,42,20,811,1599,650.0,4,17
31105,1,1,4.2,874,42,13,3611,340,600.0,4,17
31106,1,1,4.1,222,42,20,658,1246,600.0,4,17
31108,1,0,3.9,660,42,20,2985,620,500.0,4,17
31109,1,0,4.1,1117,42,20,2395,290,750.0,4,17
31110,0,1,4.4,326,42,20,2897,1073,1200.0,4,17
31111,1,0,4.0,784,42,20,1103,239,800.0,4,17
31112,1,1,4.0,859,42,20,3288,606,850.0,4,17
31113,1,0,4.2,1063,42,13,1619,395,800.0,4,17
31114,0,1,3.9,150,42,58,3879,908,1000.0,4,17
31115,1,1,4.2,344,42,20,3399,1163,700.0,4,17
31116,1,0,3.1,910,42,20,371,1388,600.0,4,17
31118,1,0,3.7,259,42,20,796,1146,750.0,4,17
31119,1,1,4.1,402,42,15,5061,423,1200.0,4,17
31121,1,0,4.0,314,42,20,3244,612,800.0,4,17
31122,1,1,4.2,1704,42,13,649,460,650.0,4,17
31123,0,1,4.1,1237,42,49,1464,634,1500.0,4,17
31124,1,1,4.4,347,42,21,170,542,1000.0,4,17
31125,0,1,3.700511687126141,0,42,46,168,1311,1500.0,4,17
31126,1,1,4.2,296,42,20,4629,1542,800.0,4,17
31127,1,0,3.8,473,42,20,3747,1607,500.0,4,17
31128,1,0,3.9,1142,42,20,325,1359,500.0,4,17
31129,1,0,3.8,66,42,20,4836,98,800.0,4,17
31130,1,0,4.1,141,42,13,4380,453,1200.0,4,17
31131,1,0,3.6,73,42,20,146,198,700.0,4,17
31132,0,1,3.9,1389,42,46,3159,721,1400.0,4,17
31134,1,1,3.9,485,42,20,1073,1435,700.0,4,17
31135,1,0,3.9,823,42,20,2938,560,750.0,4,17
31136,0,1,3.9,590,42,60,2689,726,1300.0,4,17
31137,1,0,3.9,782,42,20,2495,236,750.0,4,17
31138,1,0,4.1,1003,42,20,393,1395,700.0,4,17
31140,1,0,4.4,480,42,13,4855,513,450.0,4,17
31141,0,0,4.1,183,42,51,5090,1163,150.0,4,17
31142,1,0,4.0,152,42,12,2001,220,350.0,4,17
31143,1,1,4.0,236,42,20,4656,1148,800.0,4,17
31144,1,0,3.8,172,42,20,2452,1431,550.0,4,17
31145,1,0,4.0,201,42,13,504,407,800.0,4,17
31147,1,0,3.6,242,42,20,1120,1420,1000.0,4,17
31148,1,0,4.1,93,42,13,980,384,600.0,4,17
31151,1,0,3.7,382,42,20,4876,1043,600.0,4,17
31154,0,0,4.0,57,42,20,3208,1676,500.0,4,17
31155,0,0,3.8,47,42,13,2140,456,600.0,4,17
31156,0,0,4.3,138,42,13,3383,384,800.0,4,17
31157,1,0,3.8,149,42,20,1172,278,600.0,4,17
31158,0,1,3.5,32,42,20,1760,1203,1000.0,4,17
31159,1,0,4.1,238,42,20,920,1329,500.0,4,17
31161,0,0,3.9,626,42,20,3292,560,600.0,4,17
31162,1,0,2.9,70,42,13,832,333,650.0,4,17
31168,1,0,3.6,207,42,20,72,1056,500.0,4,17
31169,1,1,3.7,110,42,20,1119,1203,900.0,4,17
31170,1,0,4.2,414,42,13,3346,430,700.0,4,17
31171,1,0,4.5,2620,42,33,716,961,500.0,4,17
31172,0,0,4.1,1227,42,62,3161,1118,400.0,4,17
31173,1,0,4.2,972,42,62,2032,1557,200.0,4,17
31174,0,0,4.3,995,42,62,2962,619,350.0,4,17
31176,1,0,4.2,557,42,62,5071,1682,400.0,4,17
31177,0,0,4.2,52,42,62,2817,1557,200.0,4,17
31178,1,0,4.3,171,42,62,671,323,500.0,4,17
31180,1,0,4.3,246,42,62,3276,1678,600.0,4,17
31182,0,0,4.1,209,42,62,4516,176,200.0,4,17
31183,1,0,3.7,219,42,67,4383,1517,600.0,4,17
31184,1,0,3.7,116,42,62,3877,1484,750.0,4,17
31185,1,0,3.8,76,42,62,2536,203,500.0,4,17
31187,1,0,4.0,685,42,62,3200,619,250.0,4,17
31188,1,0,3.8,295,42,62,631,831,500.0,4,17
31189,1,0,4.2,166,42,62,2245,822,300.0,4,17
31191,1,0,3.9,41,42,62,4565,1163,250.0,4,17
31192,1,0,3.6,75,42,62,740,324,600.0,4,17
31193,1,0,3.8,140,42,62,2752,1601,200.0,4,17
31197,1,0,3.9,64,42,62,482,1078,300.0,4,17
31200,0,0,3.8,89,42,62,4959,1344,300.0,4,17
31201,1,0,4.1,76,42,62,4645,1527,450.0,4,17
31228,1,0,4.1,205,42,62,4868,822,250.0,4,17
31230,1,0,3.8,433,42,35,1418,772,800.0,4,17
31233,1,1,4.3,563,43,54,232,747,2000.0,4,17
31234,1,0,4.6,4694,44,46,2705,32,1500.0,4,17
31235,0,1,4.4,2362,44,21,3153,1131,1100.0,4,17
31236,0,0,4.6,7122,41,13,5159,336,600.0,4,17
31237,0,1,4.6,6372,44,5,843,1113,1600.0,4,17
31238,0,1,4.5,7854,41,61,2725,17,1800.0,4,17
31239,0,1,4.3,217,41,21,1588,760,1200.0,4,17
31240,0,1,4.4,373,40,18,1492,335,1000.0,4,17
31241,1,1,4.4,9079,41,22,257,1478,600.0,4,17
31242,0,1,4.7,3628,38,20,1531,1332,1600.0,4,17
31243,1,1,4.5,1889,38,21,2479,1438,1200.0,4,17
31244,1,0,4.3,3459,44,20,845,1163,600.0,4,17
31245,0,1,4.6,890,41,54,1438,689,1400.0,4,17
31246,1,1,4.4,459,44,21,1233,1163,1500.0,4,17
31247,1,1,4.4,2394,41,20,4423,1089,1000.0,4,17
31248,0,1,4.5,1231,41,53,2691,35,1200.0,4,17
31249,0,0,4.4,1225,41,13,1660,400,800.0,4,17
31250,0,1,4.1,786,40,20,804,1382,1500.0,4,17
31251,0,1,4.4,4081,41,5,1430,126,1200.0,4,17
31252,1,1,4.5,718,44,20,3908,1015,1500.0,4,17
31253,0,1,4.2,1741,41,57,1490,540,1400.0,4,17
31254,1,0,4.4,362,43,13,5005,494,500.0,4,17
31255,0,1,4.5,571,43,4,1508,907,1000.0,4,17
31256,1,0,4.0,75,45,13,1713,383,400.0,4,17
31257,0,1,4.3,1551,38,57,4820,904,1200.0,4,17
31258,1,1,4.2,1367,44,21,1439,123,1400.0,4,17
31259,1,1,4.5,261,41,20,3726,1014,1300.0,4,17
31260,1,1,4.4,523,43,20,3122,23,2500.0,4,17
31261,0,0,3.7,4652,43,50,4824,1311,2000.0,4,17
31262,1,1,4.4,1854,43,20,3295,522,1100.0,4,17
31263,1,1,4.4,681,44,20,1818,1388,1500.0,4,17
31264,1,1,4.1,1855,38,13,538,344,600.0,4,17
31265,1,1,4.2,1176,41,57,186,888,1300.0,4,17
31266,1,0,4.1,3006,38,13,582,375,1000.0,4,17
31267,0,1,3.700511687126141,0,41,58,1453,693,1100.0,4,17
31268,1,1,4.2,2714,40,13,1699,405,1000.0,4,17
31269,0,0,4.1,314,41,13,3994,384,600.0,4,17
31270,1,1,4.4,1808,41,20,3787,1688,1000.0,4,17
31271,1,0,4.0,576,38,20,2100,209,600.0,4,17
31272,0,1,4.3,164,41,20,3257,527,800.0,4,17
31273,0,0,4.3,294,41,13,3901,474,850.0,4,17
31274,1,1,4.4,192,40,13,3869,333,1000.0,4,17
31275,0,0,3.9,1160,41,20,4802,518,650.0,4,17
31276,1,0,4.2,823,43,20,2848,1163,1000.0,4,17
31277,0,0,3.700511687126141,0,44,5,2997,1586,1000.0,4,17
31278,0,0,4.1,2449,43,13,493,372,700.0,4,17
31279,1,1,4.2,1626,41,20,3674,1522,1500.0,4,17
31280,1,0,4.6,1026,44,17,3379,432,550.0,4,17
31281,1,1,4.1,258,41,20,4061,1156,750.0,4,17
31282,0,1,4.1,811,41,21,4751,50,800.0,4,17
31283,1,1,4.1,601,43,20,3931,1004,1100.0,4,17
31284,1,1,4.1,674,40,20,3278,607,900.0,4,17
31285,1,0,4.1,845,43,20,3178,1544,700.0,4,17
31286,1,1,4.4,466,41,13,3868,404,800.0,4,17
31287,1,0,4.0,960,44,20,2964,1679,500.0,4,17
31288,1,1,4.0,1238,41,13,3917,333,700.0,4,17
31289,1,0,4.1,1962,43,20,2114,202,650.0,4,17
31290,1,1,4.0,151,39,20,428,708,1100.0,4,17
31291,1,1,4.0,1864,43,20,2621,1163,600.0,4,17
31292,0,1,4.1,759,40,4,1259,1203,1200.0,4,17
31294,0,1,4.2,818,43,13,2914,398,800.0,4,17
31295,0,0,4.0,1408,43,60,179,635,1000.0,4,17
31296,1,0,4.1,778,38,13,1981,384,700.0,4,17
31297,0,1,4.1,450,44,20,1853,1163,650.0,4,17
31298,1,0,3.8,178,38,20,872,1342,800.0,4,17
31301,1,1,4.2,767,41,20,2889,1279,1700.0,4,17
31302,0,0,3.9,740,43,5,197,15,1400.0,4,17
31303,1,0,3.8,75,41,20,3652,702,750.0,4,17
31304,1,1,3.9,144,41,20,2904,667,1000.0,4,17
31305,1,1,4.0,1515,40,13,3351,384,900.0,4,17
31306,1,1,4.0,1515,40,13,3351,384,900.0,4,17
31307,1,0,4.0,457,38,20,1018,1163,650.0,4,17
31309,1,0,4.1,306,44,13,3156,415,600.0,4,17
31310,1,0,4.1,992,43,13,2901,405,600.0,4,17
31311,1,0,4.2,169,41,13,3844,428,700.0,4,17
31312,1,1,3.7,291,41,20,3007,69,750.0,4,17
31313,1,0,4.1,65,41,16,4714,463,700.0,4,17
31314,1,1,4.0,797,44,20,2214,1163,900.0,4,17
31315,1,1,4.0,281,41,21,276,806,1500.0,4,17
31316,1,0,4.1,894,40,13,3021,396,800.0,4,17
31318,0,1,3.9,282,44,21,3099,751,1000.0,4,17
31320,1,0,3.7,483,41,20,1108,766,800.0,4,17
